customerID;Churn;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total;Cuentas_Diarias;;
2929-ERCFZ;Yes;Female;0.0;Yes;Yes;8.0;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,2;777,3;3.14;;
2929-QNSRW;Yes;Female;0.0;Yes;No;56.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;98,25;5508,35;3.275;;
2930-UOTMB;Yes;Female;0.0;No;No;31.0;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic);65,25;1994,3;2.175;;
2931-FSOHN;No;Male;1.0;No;No;13.0;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;59,9;788,35;19.966.666.666.666.600;;
2931-SVLTV;No;Male;0.0;Yes;Yes;40.0;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);110,1;4469,1;3.67;;
2931-VUVJN;No;Female;1.0;Yes;No;59.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Electronic check;94,05;5483,9;3.135;;
2931-XIQBR;No;Female;0.0;Yes;Yes;50.0;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;No;Mailed check;103,05;5153,5;3.435;;
2933-FILNV;Yes;Female;0.0;Yes;Yes;2.0;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;24,4;36,55;0.8133333333333332;;
2933-XEUJM;No;Female;0.0;No;No;46.0;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Mailed check;79,2;3593,8;2.64;;
2937-FTHUR;No;Female;0.0;No;Yes;18.0;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Month-to-month;No;Electronic check;64,8;1166,7;21.599.999.999.999.900;;
2946-KIQSP;No;Female;0.0;No;No;35.0;No;No phone service;DSL;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;33,45;1175,85;1.115;;
2947-DOMLJ;Yes;Male;0.0;No;Yes;1.0;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;50,6;50,6;16.866.666.666.666.600;;
2951-QOQTK;Yes;Male;0.0;No;Yes;4.0;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);80,8;332,45;26.933.333.333.333.300;;
2952-QAYZF;Yes;Male;0.0;No;No;5.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;85,3;424,15;28.433.333.333.333.300;;
2954-PIBKO;No;Female;0.0;Yes;Yes;69.0;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);64,15;4254,1;21.383.333.333.333.300;;
2955-BJZHG;Yes;Male;0.0;Yes;Yes;17.0;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;80,85;1400,85;2.695;;
2955-PSXOE;Yes;Female;0.0;No;No;1.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,2;20,2;0.6733333333333333;;
2956-GGUCQ;Yes;Male;1.0;Yes;No;24.0;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;78,85;1772,25;2.628.333.333.333.330;;
2957-JIRMN;No;Female;1.0;No;No;62.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;One year;No;Electronic check;84,45;4959,15;2.815;;
2957-LOLHO;Yes;Male;0.0;No;No;12.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);45,4;518,9;15.133.333.333.333.300;;
2958-NHPPS;No;Male;0.0;No;No;23.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20,85;473,9;0.6950000000000001;;
2959-EEXWB;No;Female;0.0;Yes;Yes;45.0;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);50,9;2333,85;16.966.666.666.666.600;;
2959-FENLU;No;Female;0.0;No;No;9.0;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);85,3;781,4;28.433.333.333.333.300;;
2959-MJHIC;Yes;Male;0.0;Yes;No;4.0;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80,35;307,4;26.783.333.333.333.300;;
2960-NKRSO;No;Male;0.0;No;No;24.0;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;85,95;2107,15;2.865;;
2961-VNFKL;No;Female;0.0;Yes;No;71.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,95;1801,9;0.865;;
2962-XPMCQ;Yes;Male;0.0;No;No;2.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45,15;98,5;1.505;;
2967-MXRAV;No;Male;0.0;Yes;Yes;1.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;18,8;18,8;0.6266666666666667;;
2968-SSGAA;Yes;Female;0.0;No;No;10.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,6;1060,2;3.353.333.333.333.330;;
2969-QWUBZ;No;Female;0.0;No;No;2.0;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;51,4;96,8;17.133.333.333.333.300;;
2969-VAPYH;No;Female;0.0;No;No;67.0;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);60,5;3870;20.166.666.666.666.600;;
2969-WGHQO;No;Female;0.0;Yes;Yes;7.0;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Electronic check;69,45;477,05;2.315;;
2971-SGAFL;No;Female;0.0;No;No;13.0;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;78,75;995,35;2.625;;
2972-YDYUW;No;Female;0.0;No;No;57.0;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;One year;No;Electronic check;94,7;5468,95;31.566.666.666.666.600;;
2974-GGUXS;No;Female;1.0;Yes;No;36.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);91,95;3301,05;3.065;;
2977-CEBSX;No;Female;0.0;No;No;66.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);90,05;5965,95;30.016.666.666.666.600;;
2978-XXSOG;No;Female;0.0;No;No;22.0;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;59,05;1253,5;19.683.333.333.333.300;;
2979-SXESE;Yes;Female;0.0;Yes;Yes;17.0;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;94,4;1607,2;3.146.666.666.666.660;;
2982-IHMFT;Yes;Female;1.0;No;No;1.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74,45;74,45;2.481.666.666.666.660;;
2982-VPSGI;Yes;Female;0.0;Yes;No;11.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94;1078,9;31.333.333.333.333.300;;
2983-ZANRP;Yes;Female;0.0;Yes;Yes;2.0;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);73,55;145,4;24.516.666.666.666.600;;
2984-AFWNC;No;Female;0.0;No;No;3.0;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;95,4;293,15;3.18;;
2984-MIIZL;Yes;Male;0.0;No;No;4.0;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74,8;321,9;2.493.333.333.333.330;;
2984-RGEYA;No;Female;0.0;Yes;Yes;69.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,75;1375,4;0.6583333333333333;;
2984-TBYKU;No;Male;0.0;Yes;Yes;72.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);104,9;7732,65;3.496.666.666.666.660;;
2985-FMWYF;No;Female;0.0;No;No;23.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,5;2341,55;31.166.666.666.666.600;;
2985-JUUBZ;No;Male;0.0;Yes;Yes;40.0;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;74,55;3015,75;2.485;;
2987-BJXIK;No;Female;0.0;No;No;70.0;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Mailed check;84,7;5991,05;28.233.333.333.333.300;;
2988-GBIVW;No;Female;1.0;Yes;No;70.0;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;90,85;6470,1;30.283.333.333.333.300;;
2988-PLAHS;No;Female;0.0;No;No;3.0;Yes;No;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;69,95;220,45;23.316.666.666.666.600;;
2988-QRAJY;No;Male;0.0;No;No;69.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);110,05;7430,75;36.683.333.333.333.300;;
2990-HWIML;Yes;Female;0.0;No;No;6.0;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,5;573,3;29.833.333.333.333.300;;
2990-IAJSV;No;Male;0.0;No;No;72.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);92;6632,75;3.066.666.666.666.660;;
2990-OGYTD;No;Female;0.0;Yes;No;67.0;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);86,15;5883,85;2.871.666.666.666.660;;
2995-UPRYS;Yes;Female;1.0;Yes;No;40.0;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);99,2;4062,2;33.066.666.666.666.600;;
2995-YWTCD;No;Female;0.0;Yes;Yes;19.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);24,9;467,7;0.83;;
2996-XAUVF;No;Male;0.0;No;No;70.0;No;No phone service;DSL;No;No;No;Yes;No;Yes;Two year;Yes;Mailed check;40,05;2799,75;1.335;;
2999-AANRQ;No;Female;0.0;No;No;21.0;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Credit card (automatic);71,05;1524,85;2.368.333.333.333.330;;
3001-CBHLQ;Yes;Male;1.0;Yes;No;32.0;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104,9;3351,55;3.496.666.666.666.660;;
3001-UNBTL;No;Male;1.0;Yes;Yes;29.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,95;2964,8;34.650.000.000.000.000;;
3002-WQZWT;No;Female;0.0;No;No;29.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,2;1993,25;24.733.333.333.333.300;;
3003-CMDUU;No;Female;0.0;Yes;No;25.0;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;95,15;2395,7;3.171.666.666.666.660;;
3005-NFMTA;Yes;Male;1.0;No;No;55.0;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,8;5617,75;32.933.333.333.333.300;;
3005-TYFRD;No;Female;0.0;Yes;No;55.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);103,65;5676,65;3.455;;
3006-XIMLN;Yes;Female;0.0;No;Yes;2.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);94,2;193,8;3.14;;
3007-FDPEA;No;Female;0.0;No;No;2.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,7;39,85;0.69;;
3009-JWMPU;Yes;Male;0.0;No;No;62.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;96,75;6125,4;3.225;;
3011-WQKSZ;No;Male;0.0;No;Yes;19.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;20;377,55;0.6666666666666666;;
3012-VFFMN;No;Female;0.0;Yes;Yes;7.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,65;158,95;0.6883333333333332;;
3014-WJKSM;No;Male;0.0;Yes;No;29.0;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);75,3;2263,4;2.51;;
3016-KSVCP;No;Male;0.0;Yes;No;29.0;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;33,75;1009,25;1.125;;
3018-TFTSU;Yes;Male;0.0;No;No;12.0;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);81,7;858,6;27.233.333.333.333.300;;
3021-VLNRJ;No;Female;0.0;No;Yes;50.0;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);70,8;3478,15;2.36;;
3022-BEXHZ;No;Male;0.0;Yes;Yes;67.0;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);111,2;7530,8;37.066.666.666.666.600;;
3023-GFLBR;Yes;Female;0.0;Yes;Yes;33.0;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);86,15;2745,7;2.871.666.666.666.660;;
3026-ATZYV;No;Female;0.0;Yes;Yes;37.0;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);75,1;2658,8;2.503.333.333.333.330;;
3027-YNWZU;No;Female;0.0;Yes;No;64.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25;1584,8;0.8333333333333334;;
3027-ZTDHO;Yes;Male;0.0;No;No;1.0;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,9;89,9;2.996.666.666.666.660;;
3030-YDNRM;No;Male;0.0;No;No;8.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,85;572,45;24.949.999.999.999.900;;
3030-YZADT;Yes;Male;0.0;No;No;9.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44,95;431;14.983.333.333.333.300;;
3030-ZKIWL;No;Male;0.0;No;No;1.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,05;20,05;0.6683333333333333;;
3034-ZBEQN;Yes;Female;0.0;Yes;No;48.0;No;No phone service;DSL;No;Yes;Yes;No;No;No;One year;No;Mailed check;34,7;1604,5;11.566.666.666.666.600;;
3038-PQIUY;No;Female;0.0;No;No;38.0;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);66,15;2522,4;2.205;;
3039-MJSLN;No;Male;0.0;No;Yes;3.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,2;50,6;0.6733333333333333;;
3043-SUDUA;No;Female;0.0;No;No;32.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,9;601,55;0.6633333333333333;;
3043-TYBNO;No;Male;0.0;No;No;3.0;Yes;No;DSL;No;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;60,65;196,9;20.216.666.666.666.600;;
3045-XETSH;Yes;Female;0.0;No;No;10.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;94,85;953,45;31.616.666.666.666.600;;
3049-NDXFL;Yes;Female;0.0;No;No;1.0;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Mailed check;85,8;85,8;2.86;;
3049-SOLAY;Yes;Female;0.0;Yes;No;3.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,2;292,85;31.733.333.333.333.300;;
3050-GBUSH;No;Female;0.0;No;No;3.0;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);34,8;113,95;1.16;;
3050-RLLXC;No;Female;0.0;Yes;Yes;56.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);81,25;4620,4;27.083.333.333.333.300;;
3055-MJDSB;No;Male;0.0;No;No;9.0;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;24,6;190,1;0.8200000000000001;;
3055-OYMSE;No;Female;1.0;No;No;53.0;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73,8;4003,85;2.46;;
3055-VTCGS;No;Female;0.0;No;No;63.0;Yes;No;DSL;No;No;Yes;No;No;Yes;One year;No;Credit card (automatic);58,55;3503,5;19.516.666.666.666.600;;
3057-VJJQE;No;Male;0.0;No;No;35.0;Yes;Yes;DSL;Yes;No;No;No;No;No;Two year;No;Mailed check;55,25;1924,1;18.416.666.666.666.600;;
3058-HJCUY;Yes;Male;0.0;Yes;Yes;41.0;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;102,6;4213,35;3.42;;
3058-WQDRE;No;Male;0.0;No;No;13.0;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);25,15;331,85;0.8383333333333333;;
3059-NGMXB;No;Male;0.0;Yes;Yes;14.0;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;No;Mailed check;69,2;944,65;23.066.666.666.666.600;;
3061-BCKYI;No;Male;0.0;No;No;14.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,9;283,75;0.6633333333333333;;
3062-ICYZQ;No;Female;0.0;Yes;Yes;51.0;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;93,8;4539,35;31.266.666.666.666.600;;
3063-QFSZL;Yes;Female;0.0;No;No;1.0;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;55,4;55,4;18.466.666.666.666.600;;
3066-RRJIO;Yes;Female;0.0;No;No;1.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;69,95;69,95;23.316.666.666.666.600;;
3067-SVMTC;No;Female;0.0;Yes;No;68.0;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);55,9;3848,8;18.633.333.333.333.300;;
3068-OMWZA;Yes;Male;1.0;No;No;1.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;88,8;88,8;2.96;;
3069-SSVSN;No;Female;0.0;No;No;1.0;No;No phone service;DSL;No;No;No;No;No;No;One year;No;Mailed check;25,85;25,85;0.8616666666666667;;
3070-BDOQC;No;Female;0.0;No;No;60.0;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;99,65;5941,05;33.216.666.666.666.600;;
3070-DVEYC;Yes;Male;1.0;No;No;7.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;73,75;545,15;24.583.333.333.333.300;;
3070-FNFZQ;No;Female;0.0;Yes;Yes;23.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,4;478,75;0.6799999999999999;;
3071-MVJCD;No;Male;0.0;Yes;Yes;72.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);82,3;5815,15;2.743.333.333.333.330;;
3071-VBYPO;No;Male;0.0;Yes;Yes;3.0;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;89,85;248,4;29.949.999.999.999.900;;
3074-GQWYX;Yes;Male;0.0;No;No;5.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75,9;357,75;25.300.000.000.000.000;;
3077-RSNTJ;No;Female;0.0;Yes;Yes;6.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,7;113,5;0.6566666666666666;;
3078-ZKNTS;No;Female;0.0;Yes;Yes;13.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19,75;246,7;0.6583333333333333;;
3079-BCHLN;No;Male;0.0;Yes;No;47.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,9;942,95;0.6633333333333333;;
3082-VQXNH;No;Male;0.0;Yes;No;3.0;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);29,8;94,4;0.9933333333333334;;
3082-WQRVY;No;Male;1.0;Yes;No;14.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,65;228,65;0.6549999999999999;;
3082-YVEKW;No;Female;0.0;Yes;Yes;23.0;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);77,15;1759,4;25.716.666.666.666.600;;
3084-DOWLE;No;Female;0.0;Yes;No;72.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);92;6474,4;3.066.666.666.666.660;;
3085-QUOZK;Yes;Female;0.0;No;No;1.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;43,95;43,95;1.465;;
3086-RUCRN;No;Female;0.0;No;No;66.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);103,1;6595;34.366.666.666.666.600;;
3088-FVYWK;No;Male;0.0;Yes;Yes;53.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,55;1336,1;0.8516666666666667;;
3088-LHEFH;No;Female;0.0;No;No;11.0;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79;929,3;26.333.333.333.333.300;;
3090-HAWSU;Yes;Male;0.0;No;No;61.0;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);111,6;6876,05;37.199.999.999.999.900;;
3090-LETTY;No;Male;0.0;No;Yes;2.0;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);60,95;134,6;20.316.666.666.666.600;;
3090-QFUVD;No;Female;0.0;No;No;1.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,3;20,3;0.6766666666666666;;
3091-FYHKI;Yes;Male;0.0;No;No;1.0;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;35,45;35,45;11.816.666.666.666.600;;
3092-IGHWF;Yes;Male;0.0;Yes;Yes;67.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Electronic check;87,4;5918,8;29.133.333.333.333.300;;
3094-JOJAI;No;Male;0.0;No;No;18.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;74,15;1387;24.716.666.666.666.600;;
3096-GKWEB;No;Male;0.0;Yes;No;18.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,75;1691,9;3.158.333.333.333.330;;
3096-IZETN;Yes;Female;0.0;No;No;12.0;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);78,1;947,3;2.603.333.333.333.330;;
3096-JRDSO;Yes;Female;1.0;Yes;No;27.0;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);104,3;2867,75;34.766.666.666.666.600;;
3096-WPXBT;No;Female;0.0;Yes;Yes;61.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);100,7;6018,65;3.356.666.666.666.660;;
3096-YXENJ;No;Female;0.0;Yes;No;65.0;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);107,65;7082,85;35.883.333.333.333.300;;
3097-FQTVJ;No;Female;0.0;No;No;41.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20;810,3;0.6666666666666666;;
3097-IDVPU;No;Male;0.0;Yes;Yes;19.0;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);50,1;910,45;16.700.000.000.000.000;;
3097-NNSPB;Yes;Female;0.0;No;No;2.0;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);49,05;91,1;1.635;;
3097-NQYSN;Yes;Male;1.0;Yes;No;2.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;86,85;156,35;2.895;;
3097-PYWXL;No;Female;0.0;Yes;Yes;4.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;19,95;82,9;0.6649999999999999;;
3099-OONVS;No;Male;0.0;Yes;Yes;25.0;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;54,3;1296,8;18.099.999.999.999.900;;
3104-OWCGK;Yes;Male;0.0;Yes;Yes;60.0;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;One year;No;Electronic check;90,95;5453,4;30.316.666.666.666.600;;
3106-ULWFW;Yes;Female;0.0;Yes;No;8.0;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);85,2;627,4;28.400.000.000.000.000;;
3108-PCCGG;No;Male;1.0;Yes;No;72.0;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);84,45;5899,85;2.815;;
3113-IWHLC;No;Male;0.0;No;No;5.0;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;55,8;274,35;18.599.999.999.999.900;;
3115-JPJDD;No;Female;0.0;Yes;No;59.0;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;One year;Yes;Credit card (automatic);81,25;4639,45;27.083.333.333.333.300;;
